BSNL SSA,DISTRICT,LOCATION,PS/HO,PHASE,Router,VoIP,Video Conference,Primary Link,Secondary Link,DATE,Landline No.,STATUS,USER-ID,STATIC-IP,
HZB,Chatra,Sadar CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Deoghar,Town CI,HO,2,,No,No,VPNoBB,,05-10-13,06432-232842,Commissioned,id6432232842_vpn@jkd.cctns.in,10.17.150.102,
DMK,Deoghar,Palajori CI,HO,2,,No,No,P2P/UTP,,06-10-13,,Commissioned,id6438229006_vpn@jkd.cctns.in,10.11.88.250,
DMK,Deoghar,S.B Office,HO,1,,No,No,VPNoBB,,14-09-12, 06432-237117,Commissioned,deo_ds_sb@jkd.cctns.in,10.17.150.15,
DMK,Deoghar,SDPO Deoghar,HO,2,800,Yes,No,LL/ 2 Mbps,,06-09-16,,Commissioned,,,
DMK,Deoghar,"JAP-5,Deoghar",HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
DMK,Deoghar,Madhupur CI,HO,2,800,No,No,LL/ 2 Mbps,,06-10-16,,Commissioned,,,
DMK,Deoghar,Sadar CI,HO,2,800,No,No,Not Feasible,,,,,,,
DMK,Deoghar,Policeline,HO,2,800,No,No,Not Feasible,,,,,,,
DMK,Deoghar,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
DMK,Deoghar,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
DHN,Dhanbad,Joraphokhar CI,HO,2,,Yes,No,P2P/UTP,,04-06-13,0326-2381402,Commissioned,dhn_3262381402@jkd.cctns.in,10.17.150.8,
DHN,Dhanbad,Nirsa CI,HO,2,,No,No,VPNoBB,,26-04-13,06540-275093,Commissioned,dhn_6540275093@jkd.cctns.in,10.17.150.64,
DHN,Dhanbad,Kenduadih  CI,HO,2,,No,No,VPNoBB,,04-10-13,0326-2330002,Commissioned,dhn_3262330002@jkd.cctns.in,10.17.150.34,
DHN,Dhanbad,Mahuda CI,HO,2,,No,No,VPNoBB,,13-04-13,0326-2271679,Commissioned,dhn_3262271679@jkd.cctns.in,10.17.150.32,
DHN,Dhanbad,Katras CI,HO,2,,Yes,No,P2P/UTP,,04-11-13,0326-2392100,Commissioned,dhn_3262392100@jkd.cctns.in,10.17.150.13,
DHN,Dhanbad,S.B Office,HO,1,,No,No,VPNoBB,,09-06-12,0326-2313193,Commissioned,dhn_3262313193@jkd.cctns.in,10.17.150.2,
DHN,Dhanbad,Rail CI,HO,2,,No,No,P2P/UTP,,25-07-13,0326-2220077,Commissioned,dhn_3262220077@jkd.cctns.in,10.17.150.84,
DHN,Dhanbad,"SDPO,Baghmara",HO,2,,No,No,VPNoBB,,06-01-13,0326-2372514,Commissioned,dhn_3262372514@jkd.cctns.in,10.17.150.77,
DHN,Dhanbad,Dy SP Law & Order,HO,2,800,Yes,No,P2P/UTP,,23-05-16,,Commissioned,,,
DHN,Dhanbad,Dy SP HQ 1,HO,2,800,Yes,No,P2P/UTP,,22-05-16,,Commissioned,,,
DHN,Dhanbad,Dy SP HQ 2,HO,2,800,Yes,No,P2P/UTP,,22-05-16,,Commissioned,,,
DHN,Dhanbad,"JAP-3,Dhanbad",HO,2,800,Yes,No,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
DHN,Dhanbad,"S.P Rail, DHN",HO,2,800,Yes,No,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
DHN,Dhanbad,Policeline,HO,2,,No,No,LL/ 2 Mbps,,28-05-16,,Commissioned,,,
DHN,Dhanbad,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,28-05-16,,Commissioned,,,
DHN,Dhanbad,SDPO Sindri,HO,2,800,Yes,No,LL/ 2 Mbps,,30-05-16,,Commissioned,,,
DHN,Dhanbad,S P Office,HO,2,,PTT,Na,LL/ 8 Mbps,,24-05-16,,Commissioned,,,
DHN,Dhanbad,Bank More CI,HO,2,,Yes,No,P2P/UTP,,,,Commissioned,,,
DHN,Dhanbad,Sindri CI,HO,2,,Yes,No,P2P/UTP,,,,Commissioned,,,
DHN,Dhanbad,Govindpur CI,HO,2,,Yes,No,P2P/UTP,,,,Commissioned,,,
DHN,Dhanbad,Topchachi CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Dumka,S.B Office,HO,1,,No,No,VPNoBB,,10-09-12, 06434-226034,Commissioned,dmk_ds_sb@jkd.cctns.in,10.122.66.135,
DMK,Dumka,Kathikund CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Dumka,Basukinath CI,HO,2,,No,No,Not Feasible,,,,,id6431230569_vpn@jkd.cctns.in ,10.17.150.111,
DMK,Dumka,D.I.G Santhalpragna,HO,2,800,Yes,No,LL/ 2 Mbps,,06-10-16,,Commissioned,,,
DMK,Dumka,Dy SP HQ 2,HO,2,800,Yes,No,P2P/UTP,,25-08-16,,Commissioned,,,
DMK,Dumka,Dy SP HQ 1,HO,2,800,Yes,No,P2P/UTP,,25-08-16,,Commissioned,,,
DMK,Dumka,Sadar CI,HO,2,800,Yes,No,LL/ 2 Mbps,,27-08-16,,Commissioned,,,
DMK,Dumka,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,16-06-16,,Commissioned,,,
DMK,Dumka,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
DMK,Dumka,S P Office,HO,2,,PTT,Na,LL/ 8 Mbps,,24-05-16,,Commissioned,,,
DTJ,Garhwa,Chinia  ,PS,2,1900,Yes,Yes,VPNoDongle,,,,Commissioned,,,
DTJ,Garhwa,S.B Office,HO,1,,No,No,P2P/UTP,,17-09-12,06561-223038,Commissioned,gar_ds_sb@jkd.cctns.in,10.11.88.26,
DTJ,Garhwa,Policeline,HO,2,800,No,No,LL/ 2 Mbps,,16-06-16,,commissioned,,,
DTJ,Garhwa,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,25-05-16,,commissioned,,,
DTJ,Garhwa,SDPO Nagar untari,HO,2,,No,No,VPNODongal-JIO,,,,commissioned,,,
DTJ,Garhwa,Bahanathpur CI,HO,2,,No,No,VPNODongal-JIO,,,,Commissioned,,,
DTJ,Garhwa,SDPO Garhwa,HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,commissioned,,,
DTJ,Garhwa,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,VPNODongal-JIO,25-05-16,,Commissioned,,,
DTJ,Garhwa,Garhwa CI,HO,2,,Yes,No,P2P/UTP,,,,Commissioned,,,
HZB,Giridih,Gawan CI,HO,2,,No,No,VPNoBB,,04-10-13,06556-234449,Commissioned,vpn_tisri_ps1@jkd.cctns.in,10.123.224.139,
HZB,Giridih,S.B Office,HO,1,,No,No,VPNoBB,,09-12-12,06532-229074,Commissioned,gir_ds_sb@jkd.cctns.in,10.123.224.157,
HZB,Giridih,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,17-06-16,,commissioned,,,
HZB,Giridih,District Control room,HO,2,800,Yes,No,P2P/UTP,,07-01-16,,Commissioned,,,
HZB,Giridih,Dumri CI,HO,2,800,No,No,P2P/UTP,,26-08-16,,Commissioned,,,
HZB,Giridih,Gandey CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
HZB,Giridih,"S.D.P.O, Giridih",HO,2,,Yes,No,P2P/UTP,,18-06-16,,Commissioned,,,
HZB,Giridih,Jamua CI,HO,2,800,Yes,No,LL/ 2 Mbps,,19-07-16,,Commissioned,,,
HZB,Giridih,Sariya CI,HO,2,800,Yes,No,P2P/UTP,,17-08-16,,Commissioned,,,
HZB,Giridih,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,,28-05-16,,Commissioned,,,
HZB,Giridih,Sadar CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Godda,Lalmatia  ,PS,2,1900,Yes,No,VPNODongal-JIO,,,,commissioned,,,
DMK,Godda,Poraiyahat CI ,HO,2,,No,No,VPNoBB,,15-05-13,06422-258445,Commissioned,id6422258445_vpn@jkd.cctns.in ,10.122.66.143,
DMK,Godda,S.B Office,HO,1,,No,No,VPNoBB,,13-09-12,06422-220021,Commissioned,gdd_ds_sb@jkd.cctns.in,10.122.66.144,
DMK,Godda,Mahagama CI ,HO,2,,No,No,VPNoBB,,21-05-13,06437-228740,Commissioned,id6437228740_vpn@jkd.cctns.in ,10.122.66.145,
DMK,Godda,Boarijore CI ,HO,2,,No,No,Not Feasible,,,,,,,
DMK,Godda,Meharma CI ,HO,2,,No,No,Not Feasible,,,,,,10.11.88.229,
DMK,Godda,Dy SP HQ,HO,2,800,Yes,No,P2P/UTP,,25-08-16,,Commissioned,,,
DMK,Godda,Gooda CI,HO,2,800,Yes,No,LL/ 2 Mbps,,29-08-16,,Commissioned,,,
DMK,Godda,Policeline,HO,2,800,No,No,VPNODongal-JIO,,,,Commissioned,,,
DMK,Godda,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,25-08-16,,Commissioned,,,
DMK,Godda,SDPO Godda,HO,2,800,Yes,No,LL/ 2 Mbps,,25-08-16,,Commissioned,,,
DMK,Godda,SC/ST,PS,2,,,,P2P/UTP,,20.02.2020,,Commissioned,,,
DMK,Godda,S P Office,HO,2,,Na,Na,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
RCH,Gumla,Jhari p.s,PS,2,1900+800,No,Yes,VPNODongal-JIO,,,,Commissioned,jhari_ps@jkd.cctns.in,10.11.88.125,
RCH,Gumla,Dumri ,PS,2,1900+800,Yes,Yes,VPNODongal-JIO,,,,Commissioned,raidih_ps@jkd.cctns.in,10.11.88.139,
RCH,Gumla,Gurdari ,PS,2,1900,Yes,Yes,Not Feasible,,,,Not Feasible,gurdari_ps@jkd.cctns.in,10.11.92.8,
RCH,Gumla,Chainpur CI,HO,2,,No,No,VPNoBB,,28-04-13,06535-274029,Commissioned,shainpur_ci@jkd.cctns.in,10.11.88.131,
RCH,Gumla,S.B Office,HO,1,,No,No,VPNoBB,,09-04-12, 06524-223132,Commissioned,rch_gum_sb@jkd.cctns.in,10.11.88.4,
RCH,Gumla,Gumla CI,HO,2,800,Yes,No,LL/ 2 Mbps,,16-06-16,,Commissioned,,,
RCH,Gumla,Policeline,HO,2,,No,No,Not Feasible,,,,,,,
RCH,Gumla,SDPO Gumla,HO,2,800,Yes,No,LL/ 2 Mbps,,06-06-16,,Commissioned,,,
RCH,Gumla,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,21-07-16,,Commissioned,,,
RCH,Gumla,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,,24-05-16,,Commissioned,,,
HZB,Hazaribagh,"PTC, Hazaribagh",HO,1,2800,No,No,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
HZB,Hazaribagh,S.B Office,HO,1,,No,No,VPNoBB,,09-10-12, 06546-272015,Commissioned,hzb_ds_sb@jkd.cctns.in,10.123.224.154,
HZB,Hazaribagh,Barkagaon CI,HO,2,,No,No,VPNoBB,,31-12-13,06551-283009,Commissioned,vpn_bar_ps@jkd.cctns.in,10.123.224.153,
HZB,Hazaribagh,D.I.G,HO,2,800,Yes,No,LL/ 2 Mbps,,07-11-16,,Commissioned,,,
HZB,Hazaribagh,Add. SP,HO,2,800,Yes,No,P2P/UTP,,17-08-16,,Commissioned,,,
HZB,Hazaribagh,DySP-1,HO,2,800,Yes,No,P2P/UTP,,16-08-16,,Commissioned,,,
HZB,Hazaribagh,DySP (PCR),HO,2,,Yes,No,P2P/UTP,,21-06-16,,Commissioned,,,
HZB,Hazaribagh,"JAP-7,Hazaribagh",HO,2,800,Yes,No,LL/ 2 Mbps,,19-08-16,,Commissioned,,,
HZB,Hazaribagh,JAPTC Padma,HO,2,800,Yes,No,LL/ 2 Mbps,,21-09-16,,Commissioned,,,
HZB,Hazaribagh,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,13-07-16,,Commissioned,,,
HZB,Hazaribagh,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,29-05-16,,Commissioned,,,
HZB,Hazaribagh,"SDPO, Barhi",HO,2,800,Yes,No,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
HZB,Hazaribagh,Barhi CI,HO,2,800,Yes,No,P2P/UTP,,20-08-16,,Commissioned,,,
HZB,Hazaribagh,Vishnugarh-1 CI,HO,2,,No,No,P2P/UTP,,30-08-16,,Commissioned,,,
HZB,Hazaribagh,S P Office,HO,2,,PTT,Na,LL/ 8 Mbps,,24-05-16,,Commissioned,,,
HZB,Hazaribagh,Sadar CI,HO,2,,No,,P2P/UTP,,,,Commissioned,,,
JSR,Jamshedpur,S.B Office,HO,1,,No,No,VPNoBB,,09-05-12,0657-2430033,Commissioned,cctns_6572430033@jkd.cctns.in,10.13.99.2,
JSR,Jamshedpur,Bhahragora CI,HO,2,,No,No,VPNoBB,,05-09-13,06591-233335,Commissioned,cctns_6591233335@jkd.cctns.in,10.13.99.24,
JSR,Jamshedpur,Kadma CI,HO,2,,No,No,VPNoBB,,20-05-13,0657-2220512,Commissioned,cctns_6572220512@jkd.cctns.in,10.13.99.31,
JSR,Jamshedpur,Dhalbhumgarh CI,HO,2,,No,No,VPNoBB,,07-08-13,06585-235030,Commissioned,cctns_6585235030@jkd.cctns.in,10.13.99.47,
JSR,Jamshedpur,Patamda CI,HO,2,,No,No,VPNoBB,,06-04-13,0657-2755311,Commissioned,cctns_6572755311@jkd.cctns.in,10.13.99.41,
JSR,Jamshedpur,Jadugora CI,HO,2,,No,No,VPNoBB,,06-05-13,0657-2730029,Commissioned,cctns_6572730029@jkd.cctns.in,10.13.99.32,
JSR,Jamshedpur,Bagbera CI,HO,2,,No,No,VPNoBB,,20-09-13,0657-2296255,Commissioned,cctns_6572296255@jkd.cctns.in,10.13.99.51,
JSR,Jamshedpur,MGM CI,HO,2,,No,No,VPNoBB,,22-08-13,0657-2360021,Commissioned,cctns_6572360021@jkd.cctns.in,10.13.99.50,
JSR,Jamshedpur,Musabani CI,HO,2,,No,No,VPNoBB,,30-05-13,06585-275748,Commissioned,cctns_6585275748@jkd.cctns.in,10.13.99.43,
JSR,Jamshedpur,Dy. SP Patamda,HO,2,800,Yes,No,LL/ 2 Mbps,,20-06-16,,Commissioned,,,
JSR,Jamshedpur,SP CITY,HO,2,800,Yes,No,P2P/UTP,,25-05-16,,Commissioned,,,
JSR,Jamshedpur,SP RURAL,HO,2,800,Yes,No,P2P/UTP,,25-05-16,,Commissioned,,,
JSR,Jamshedpur,Dy SP HQ 2,HO,2,800,Yes,No,P2P/UTP,,25-05-16,,Commissioned,,,
JSR,Jamshedpur,Dy SP City,HO,2,800,Yes,No,LL/ 2 Mbps,,06-02-16,,Commissioned,,,
JSR,Jamshedpur,Dy SP Law & Order,HO,2,800,No,No,P2P/UTP,,26-05-16,,Commissioned,,,
JSR,Jamshedpur,Dy SP Ghatsila,HO,2,800,No,No,Not Feasible,,,,,,,
JSR,Jamshedpur,"Jap-6, Jamshedpur",HO,2,800,Yes,No,LL/ 2 Mbps,,13-08-16,,Commissioned,,,
JSR,Jamshedpur,Dy. SP Mussabani,HO,2,800,Yes,No,LL/ 2 Mbps,,28-08-16,,Commissioned,,,
JSR,Jamshedpur,Traffic Taining School,HO,2,800,Yes,No,LL/ 2 Mbps,,09-02-16,,Commissioned,,,
JSR,Jamshedpur,"S.P Rail, JSR",HO,2,800,Yes,No,LL/ 2 Mbps,,08-02-16,,Commissioned,,,
JSR,Jamshedpur,Policeline,HO,2,800,No,No,LL/ 2 Mbps,,25-08-16,,Commissioned,,,
JSR,Jamshedpur,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,26-05-16,,Commissioned,,,
JSR,Jamshedpur,Ghatsila CI,HO,2,800,No,No,Not Feasible,,,,,,,
JSR,Jamshedpur,Telco CI,HO,2,800,Yes,No,LL/ 2 Mbps,,26-05-16,,Commissioned,,,
JSR,Jamshedpur,Sidgora CI,HO,2,800,Yes,No,P2P/UTP,,24-08-16,,Commissioned,,,
JSR,Jamshedpur,S P Office,HO,2,800,Na,Na,LL/ 8 Mbps,,24-05-16,,Commissioned,,,
DMK,Jamtara,Nala CI,HO,2,,No,No,VPNoBB,,16-05-13,06428-229564,Commissioned,id6428229564_vpn@jkd.cctns.in ,10.122.66.139,
DMK,Jamtara,S.B Office,HO,1,,No,No,VPNoBB,,17-09-12,06433-222113,Commissioned,jtr_ds_sb@jkd.cctns.in,10.122.66.141,
DMK,Jamtara,Jamtara CI,HO,2,800,No,No,LL/ 2 Mbps,,24-08-16,,Commissioned,,,
DMK,Jamtara,SDPO Jamtara,HO,2,800,Yes,No,LL/ 2 Mbps,,20-08-16,,Commissioned,,,
DMK,Jamtara,Policeline,HO,2,800,Yes,No,P2P/UTP,,27-08-16,,Commissioned,,,
DMK,Jamtara,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,26-08-16,,Commissioned,,,
DMK,Jamtara,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,,24-05-16,,Commissioned,,,
RCH,Khunti,S.B Office,HO,1,,No,No,P2P/UTP,,15-10-12,06528-221519,Commissioned,rch_khu_sb@jkd.cctns.in,10.11.88.5,
RCH,Khunti,Torpa CI,HO,1,,No,No,VPNoBB,,19-10-12,06538-233032,Commissioned,rch_top_sb1@jkd.cctns.in,10.11.88.37,
RCH,Khunti,S.D.P.O  Khunti,HO,1,800,Yes,No,LL/ 2 Mbps,,31-12-12,06528-222003,Commissioned,rch_khu_sdpo@jkd.cctns.in,10.11.88.69,
RCH,Khunti,Police Line,HO,1,1900,No,No,Not Feasible,,,,,,,
RCH,Khunti,Khunti CI,HO,1,800,Yes,No,LL/ 2 Mbps,,16-06-16,,Commissioned,,,
RCH,Khunti,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,16-06-16,,Commissioned,,,
RCH,Khunti,S P Office,HO,2,,PTT,Na,LL/ 5 Mbps,,24-05-16,,Commissioned,,,
HZB,Koderma,Mica CI,HO,2,,No,No,VPNoBB,,05-03-13,06534-252968,Commissioned,vpn_kdm_ps@jkd.cctns.in,10.11.88.112,
HZB,Koderma,S.B Office,HO,1,,No,No,VPNoBB,,19-09-12,06534-227293,Commissioned,haz_ds_sb@jkd.cctns.in,10.123.224.155,
HZB,Koderma,Koderma CI,HO,2,800,No,No,P2P/UTP,,06-10-16,,Commissioned,,,
HZB,Koderma,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,28-06-16,,Commissioned,,,Vani ji
HZB,Koderma,SDPO Koderma,HO,2,800,Yes,No,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
HZB,Koderma,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,15-06-16,,Commissioned,,,
HZB,Koderma,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,,26-05-16,,Commissioned,,,
DTJ,Latehar,Harhanj  ,PS,2,1900,Yes,Yes,VPNODongal-JIO,,,,Commissioned,,,
DTJ,Latehar,S.B Office,HO,1,,No,No,P2P/UTP,,09-12-12,06565-247318,Commissioned,ltr_ds_ds@jkd.cctns.in,10.11.88.27,
DTJ,Latehar,SDPO Latehar,HO,2,800,Yes,No,P2P/UTP,,30-07-16,,commissioned,,,
DTJ,Latehar,Balumath CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DTJ,Latehar,Policeline,HO,2,800,No,No,VPNODongal-JIO,,,,commissioned,,,
DTJ,Latehar,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,07-11-16,,Commissioned,,,
DTJ,Latehar,S P Office,HO,2,,Na,Na,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
DTJ,Latehar,Latehar CI,HO,2,800,No,No,LL/ 2 Mbps,,07-11-16,,Commissioned,,,
RCH,Lohardaga,Lohardaga CI,HO,2,,No,No,VPNoBB,,04-05-13,06526-222035,Commissioned,rch_loh2_ps@jkd.cctns.in,10.11.88.85,
RCH,Lohardaga,Kisko CI,HO,2,,No,No,VPNoBB,,21-05-13,06526-276200,Commissioned,rch_kis_ps@jkd.cctns.in,10.11.88.87,
RCH,Lohardaga,S.B Office,HO,1,,No,No,P2P/UTP,,18-09-12, 06526-224143,Commissioned,rch_loh_sb@jkd.cctns.in,10.11.88.2,
RCH,Lohardaga,Dy SP HQ,HO,2,800,Yes,No,P2P/UTP,,15-06-16,,Commissioned,,,
RCH,Lohardaga,SDPO Lohardaga,HO,2,800,Yes,No,LL/ 2 Mbps,,14-06-16,,Commissioned,,,
RCH,Lohardaga,"JWS,Netarhat",HO,2,1900,No,No,Not Feasible,,,,,jwsnetarhat_ps@jkd.cctns.in,10.11.92.10,
RCH,Lohardaga,Policeline,HO,2,800,No,No,Not Feasible,,,,,,,
RCH,Lohardaga,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,21-11-16,,Commissioned,,,
RCH,Lohardaga,S P Office,HO,2,,PTT,Na,LL/ 2 Mbps,,24-05-16,,Commissioned,,,
DMK,Pakur,S.B Office,HO,1,,No,No,VPNoBB,,17-09-12,06435-221299,Commissioned,pkr_ds_sb@jkd.cctns.in,10.122.66.137,
DMK,Pakur,Amrapara CI ,HO,2,,No,No,Not Feasible,,,,,,,
DMK,Pakur,DSP HQ,HO,2,800,Yes,No,P2P/UTP,,24-08-16,,Commissioned,,,
DMK,Pakur,SDPO Pakur,HO,2,800,Yes,No,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
DMK,Pakur,Pakur CI,HO,2,800,Yes,No,LL/ 2 Mbps,,29-09-16,,Commissioned,,,
DMK,Pakur,Policeline,HO,2,,No,No,Not Feasible,,,,,,,
DMK,Pakur,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,24-08-16,,Commissioned,,,
DMK,Pakur,S P Office,HO,2,,Na,Na,LL/ 2 Mbps,,26-05-16,,Commissioned,,,
DTJ,Palamau,SDPO Hussainabad,HO,2,,No,No,VPNoBB,,06-05-13,,Commissioned,,,
DTJ,Palamau,Chatterpur CI,HO,2,,No,No,VPNoBB,,06-05-13,,Commissioned,,,
DTJ,Palamau,SDPO Chattarpur,HO,2,,No,No,VPNoBB,,24-06-13,06566-215202,Commissioned,id6566215202_chtst@jkd.cctns.in,,
DTJ,Palamau,S.B Office,HO,1,,No,No,VPNoBB,,09-03-12,06562-240002,Commissioned,pal_ds_sb@jkd.cctns.in,10.11.88.25,
DTJ,Palamau,Hussainabad  CI,HO,2,,No,No,VPNoBB,,06-03-13,06566-222027,Commissioned,id6566222012_jplth@jkd.cctns.in,10.11.88.252,
DTJ,Palamau,Pandu CI,HO,2,,No,No,VPNODongal-JIO,,09-02-13,,Commissioned,id6584279103_pndps@jkd.cctns.in,,
DTJ,Palamau,Terhasi CI,HO,2,,No,No,VPNODongal-JIO,,14-05-13,,Commissioned,,,
DTJ,Palamau,D.I.G,HO,2,800,Yes,No,LL/ 2 Mbps,,29-12-19,,Commissioned,,,
DTJ,Palamau,Dy SP HQ 1,HO,2,,Yes,No,P2P/UTP,,25-07-16,,Commissioned,,,
DTJ,Palamau,Dy SP HQ 2,HO,2,800,Yes,No,LL/ 2 Mbps,,30-07-16,,Commissioned,,,
DTJ,Palamau,"JAP-8,Palamau",HO,2,800,Yes,No,LL/ 2 Mbps,,,,Commissioned,,,
DTJ,Palamau,Town CI,HO,2,800,Yes,No,LL/ 2 Mbps,,22-08-16,,Commissioned,,,
DTJ,Palamau,Sadar CI,HO,2,800,Yes,No,LL/ 2 Mbps,,22-08-16,,Commissioned,,,
DTJ,Palamau,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,22-08-16,,Commissioned,,,
DTJ,Palamau,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,24-06-16,,Commissioned,,,
DTJ,Palamau,S P Office,HO,2,,Agent,Na,LL/ 8 Mbps,VPNODongal-JIO,06-04-13,,Commissioned,,,
RCH,PHQ,PHQ - NIC-100 Mbps,HO,1,ASR-1000,Na,Na,LL-100 Mbps,,11-01-12,,Commissioned,,,
RCH,PHQ,PHQ-34 Mb MPLS ,HO,1,ASR-1000,Na,Na,MPLS-34 Mbps,,09-01-12,,Commissioned,,,
RCH,PHQ,PHQ -NKN,HO,1,ASR-1000,Na,Na,NKN-1 Gbps,,28-12-12,,Commissioned,,,
RCH,PHQ,PHQ-Airtel,HO,1,ASR-1000,Na,Na,NKN-100 Mbps,,,,Commissioned,,,
RCH,PHQ,"ADG, CID",HO,1,800+2800,Yes,,LL/ 8 Mbps,,27-05-16,,Commissioned,,,
HZB,Ramgarh,S.B Office,HO,1,,No,No,VPNoBB,VPNODongal-JIO,10-10-12,06553-221006,Commissioned,ram_ds_sb@jkd.cctns.in,10.11.88.18,
HZB,Ramgarh,Patratu CI,HO,2,800,Yes,No,LL/ 2 Mbps,,28-09-16,,Commissioned,,,
HZB,Ramgarh,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,14-09-16,,Commissioned,,,
HZB,Ramgarh,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,16-09-16,,Commissioned,,,
HZB,Ramgarh,SDPO Ramgarh,HO,2,800,No,No,LL/ 2 Mbps,,09-09-16,,Commissioned,,,
HZB,Ramgarh,S P Office,HO,2,,PTT,Na,LL/ 5 Mbps,,24-05-16,,Commissioned,,,
HZB,Ramgarh,Mandu CI,HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Dy. SP Hatia,HO,1,800,Yes,No,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
RCH,Ranchi,Dy. SP Silli,HO,1,800,No,No,P2P/UTP,,16-04-16,,Commissioned,,,
RCH,Ranchi,"IG, STF",HO,1,800,No,No,LL/ 2 Mbps,,25-05-16,,Commissioned,,,
RCH,Ranchi,Bero CI,HO,1,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Bundu CI,HO,1,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Dy. SP City,HO,1,,Yes,No,P2P/UTP,,29-07-15,,commissioned,,,
RCH,Ranchi,Sadar East CI,HO,1,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Sadar West CI,HO,1,,Yes,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Dy. SP HQ1,HO,1,,Yes,No,P2P/UTP,,29-07-15,,Commissioned,,,
RCH,Ranchi,Dy. SP HQ2,HO,1,,Yes,No,P2P/UTP,,29-07-15,,Commissioned,,,
RCH,Ranchi,Namkum CI,HO,1,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Lalpur CI,HO,1,,No,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Mander Anchal CI,HO,1,,Yes,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,Dy. SP Kotwali,HO,2,,Yes,No,P2P/UTP,,,,Commissioned,,,
RCH,Ranchi,SP Rural,HO,1,,Yes,No,P2P/UTP,,13-05-13,,Commissioned,,,
RCH,Ranchi,S.P City,HO,1,,Yes,No,P2P/UTP,,13-05-13,,Commissioned,,,
RCH,Ranchi,S.P. Wireless,HO,1,,Yes,,P2P/UTP,,22-04-13,,Commissioned,,,
RCH,Ranchi,Town East CI,HO,1,,No,No,P2P/UTP,,28-12-12,,Commissioned,,,
RCH,Ranchi,"ADG, Rail",HO,1,,Yes,,P2P/UTP,,04-11-13,,Commissioned,,,
RCH,Ranchi,"ADG, Vigilance",HO,1,800,Yes,,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
RCH,Ranchi,Central Store,HO,1,1900+800,Yes,No,LL/ 2 Mbps,,29-05-16,,Commissioned,,,
RCH,Ranchi,D.G Homeguard,HO,1,800,Yes,No,LL/ 2 Mbps,,30-05-16,,Commissioned,,,
